1,1,301.7161560058594,243.36131286621094,288.2933044433594,769.8736572265625,1,-1,-1,-1
2,1,304.3812524647455,252.8773192098318,281.61694206172797,751.9404438113378,1,-1,-1,-1
3,1,300.7308937536536,257.81364265465976,278.35680432058547,742.8565510593625,1,-1,-1,-1
3,2,-33.93980379166297,269.7298400878907,218.8971017849861,687.9844482421875,1,-1,-1,-1
4,1,300.1227605844346,262.07920334951723,275.5380223615084,735.0776156251557,1,-1,-1,-1
4,2,-27.206503923150336,269.4804022500728,216.04677468429003,679.1265431687751,1,-1,-1,-1
5,1,295.7555529606532,264.3941064637856,273.9077570227378,729.6424659536787,1,-1,-1,-1
5,2,-18.6598163185772,271.4023570616716,213.96594537354417,672.6272698894153,1,-1,-1,-1
6,1,295.8345711360338,269.23656086429054,270.3265162017186,719.2626592285873,1,-1,-1,-1
6,2,-5.29200399738329,272.71722921978676,213.01046624811323,669.0571691559303,1,-1,-1,-1
7,1,296.7701181236415,274.0428208229018,266.99886935186856,709.8356559332398,1,-1,-1,-1
7,2,3.9975547360538286,274.0118951218332,212.81177053735152,666.5584797602852,1,-1,-1,-1
8,1,296.61828280296163,275.4700260440393,266.4819368573541,707.4010933500197,1,-1,-1,-1
8,2,11.067790948410348,273.35287264338496,213.98053489867033,667.4422226673504,1,-1,-1,-1
9,1,296.1147649430818,274.64014332683496,267.33498492664046,708.3129487056053,1,-1,-1,-1
9,2,12.846362344630464,272.5978458107432,215.22269549232786,669.517862511878,1,-1,-1,-1
10,1,296.8220710518673,273.7185432167814,265.71262910299583,701.636992046391,1,-1,-1,-1
10,2,13.737334949614095,274.047278156678,214.8409218690953,666.486465328519,1,-1,-1,-1
11,1,297.0297466678521,273.3662612598125,265.57196912136334,698.4752494486029,1,-1,-1,-1
11,2,17.92712371433933,274.4225395753109,215.23820871904203,666.5361147030144,1,-1,-1,-1
12,1,297.40113887401924,274.71711712885434,264.77607418064673,694.1435504109744,1,-1,-1,-1
12,2,19.63973430451351,278.9023645743755,214.97856762170488,664.6649538235883,1,-1,-1,-1
13,1,297.7294127979501,276.2067247326788,264.32650686723446,690.901219576657,1,-1,-1,-1
13,2,24.482795118409385,280.58687577346063,215.43788893543118,664.7711107789291,1,-1,-1,-1
14,1,299.5268092377074,281.27052214970985,260.8704391720295,680.4921714969327,1,-1,-1,-1
14,2,25.966181672443994,280.7163311592204,215.8515961449481,667.0617928178032,1,-1,-1,-1
15,1,300.9843422119676,285.6557677903974,258.3878341170284,672.4939816748134,1,-1,-1,-1
15,2,30.84519856378526,280.4150538558036,215.75720039573002,666.9705667481882,1,-1,-1,-1
16,1,301.49026887606374,287.4169330683088,257.91321688613334,669.6098479269963,1,-1,-1,-1
16,2,32.92277200144939,280.4547271802393,215.62784975427056,666.6899433227934,1,-1,-1,-1
17,1,302.3401931222586,292.517270158342,257.24709778650714,666.9644259522069,1,-1,-1,-1
17,2,38.24516200755163,278.16452221897185,215.19199219358754,663.708053106788,1,-1,-1,-1
18,1,303.8558940162104,298.2027417380378,254.60616778075592,659.4740597461206,1,-1,-1,-1
18,2,40.13639423860394,281.58510989311435,215.51726891289894,662.1424848484555,1,-1,-1,-1
19,1,304.7981944728865,300.9939321522577,253.0535963368196,656.1328349298274,1,-1,-1,-1
19,2,44.50783358656413,278.79995623793974,217.1142707336883,662.1397710701009,1,-1,-1,-1
20,1,310.0331072308538,304.5541270589945,250.78337842674674,650.0916199025467,1,-1,-1,-1
20,2,45.18840466569635,279.7741392769549,220.00303877090917,665.9547413127084,1,-1,-1,-1
21,1,312.6644124458219,305.61163282262527,249.44310466094097,647.2145222751222,1,-1,-1,-1
21,2,52.7615271967245,277.62115330618735,224.2276780152572,672.1395328052938,1,-1,-1,-1
22,1,319.39291591415224,309.7385661294789,245.99776537020162,638.4670977179479,1,-1,-1,-1
22,2,55.5553528309013,278.20150851855266,226.35175083425824,671.7553495673095,1,-1,-1,-1
23,1,322.7633749215851,312.88398892015437,243.4932074419536,631.7709128191198,1,-1,-1,-1
23,2,59.418504510585905,276.4074427348869,230.05636575123776,676.2050446566761,1,-1,-1,-1
24,1,324.66204807131606,314.92881033973936,242.04406967981717,627.3247344908057,1,-1,-1,-1
24,2,60.283476231148,276.52694256626404,232.6216632814191,677.1323975605452,1,-1,-1,-1
25,1,325.4972227690786,315.90349017485863,241.29876712172876,625.3532792566854,1,-1,-1,-1
25,2,63.847862122075895,278.5408152699799,235.72159175360252,680.3157721360652,1,-1,-1,-1
26,1,330.11919286914235,317.2824360223168,240.46845980017537,622.5639542541344,1,-1,-1,-1
26,2,64.97320923964803,277.71020465632625,237.1964933442559,678.1461923197228,1,-1,-1,-1
27,1,332.87535484733735,318.8613179812412,239.0963309223451,618.8475359279805,1,-1,-1,-1
27,2,64.5732293351303,279.730938738023,239.39699379123616,678.8094526214746,1,-1,-1,-1
28,1,337.5801860466413,318.6426739478142,239.30978086054932,618.9655750299302,1,-1,-1,-1
28,2,67.72709423475744,278.75808286903003,242.27143712570123,682.5257902590951,1,-1,-1,-1
29,1,340.6339350470282,317.44279304793423,237.51011010400728,613.1525814257947,1,-1,-1,-1
29,2,73.57084600159965,277.0394319719739,243.04897600189406,680.4217239332614,1,-1,-1,-1
30,1,342.5223895178082,318.18201555651285,235.8187000839409,607.776920343179,1,-1,-1,-1
30,2,75.6558396747003,274.46419299946507,243.95341335540257,681.2627584570856,1,-1,-1,-1
31,1,347.3147900868504,319.39203106904216,235.47962059263017,604.6036818182032,1,-1,-1,-1
31,2,80.55883807659612,274.00463526270687,244.46687276576955,680.6899966774947,1,-1,-1,-1
32,1,352.9918913527082,318.39668662529573,236.5063687006937,606.4879213120721,1,-1,-1,-1
32,2,86.10028364372124,272.30233997069166,246.24989560417265,683.6107687160599,1,-1,-1,-1
32,3,571.0697064261424,342.4931945800781,176.98445189380897,559.2640869140625,1,-1,-1,-1
33,1,360.3106560127824,322.1370757477228,234.5542479214403,598.9507960849077,1,-1,-1,-1
33,2,88.74151725837135,272.00395404875684,246.49745292184895,683.9762089057052,1,-1,-1,-1
33,3,569.674838057706,342.0564244999567,177.33003539809067,560.1158579511479,1,-1,-1,-1
34,1,362.86066662183697,325.838074337527,235.56919432812617,599.6586193076319,1,-1,-1,-1
34,2,93.3216765132598,270.51729312931025,247.868558125891,687.7433492286743,1,-1,-1,-1
34,3,557.8883222982097,345.6103320227773,178.4855407058109,562.7056670168471,1,-1,-1,-1
35,1,367.83009708547934,327.56470633748444,236.18922658330206,599.8829966192756,1,-1,-1,-1
35,2,98.27001826229274,267.06335592629557,250.46009423299571,695.4023533510865,1,-1,-1,-1
35,3,548.9494260730264,347.85873496942094,178.64487530986491,562.1739954142128,1,-1,-1,-1
36,1,370.2665382319185,328.7469111786811,236.316956043929,599.0221371054122,1,-1,-1,-1
36,2,104.88181867586681,266.33681841279383,250.92220864809434,696.2630613388446,1,-1,-1,-1
36,3,540.5140761057623,346.8710147589231,180.4007514769004,566.2159798467422,1,-1,-1,-1
37,1,375.444130551445,330.76679505549805,236.80714796104627,597.3350136563411,1,-1,-1,-1
37,2,107.33232886038202,264.0406429091141,251.76383450790885,699.5003414301402,1,-1,-1,-1
37,3,536.8761226587169,349.0271901455946,182.04025300134015,570.40925254405,1,-1,-1,-1
38,1,381.5357827671545,335.32388069367306,237.07065636955397,595.7167526640914,1,-1,-1,-1
38,2,116.66440569151673,258.8794370978247,253.2278571573793,702.1006109219633,1,-1,-1,-1
38,3,530.2822329071134,347.9649820241983,183.9834432589288,575.5917713475465,1,-1,-1,-1
39,1,381.11613516088397,340.78001277800877,233.72181797123628,588.1267767617046,1,-1,-1,-1
39,2,128.8249460275038,260.26708304886716,254.8762563951211,703.1980217972829,1,-1,-1,-1
39,3,523.7939348747349,348.7894960728267,183.9837970852439,574.5792227535422,1,-1,-1,-1
40,1,385.30906197871195,341.2537927312931,232.90582094671677,587.8068939643662,1,-1,-1,-1
40,2,136.4812024731238,258.1786673405511,258.7435741987824,709.3216741535393,1,-1,-1,-1
40,3,516.9421044275446,349.21674647169266,184.2121526683305,573.9515987732232,1,-1,-1,-1
41,1,388.18475431751983,341.1967775261542,229.16783742787544,580.978697205688,1,-1,-1,-1
41,2,141.96443512209683,256.0663926091651,263.4926336369801,716.5083430287958,1,-1,-1,-1
41,3,509.7526950476977,349.56730779761244,184.71185393027474,573.7149720244793,1,-1,-1,-1
42,1,390.6690544687995,343.1117763472796,224.9606849248104,573.5627595173594,1,-1,-1,-1
42,2,147.38719160792743,254.51689512887503,267.9825515887545,720.8697190256701,1,-1,-1,-1
42,3,507.72081394631346,351.88863157046177,183.5595269813137,569.3364869488233,1,-1,-1,-1
